
# field_name,       |    efuse_block, | bit_start, | bit_count, |comment #
#                   |    (EFUSE_BLK0  | (0..255)   | (1-256)    |        #
#                   |     EFUSE_BLK1  |            |            |        #
#                   |        ...)     |            |            |        #
##########################################################################
# !!!!!!!!!!! #
# After editing this file, run the command manually "idf.py efuse-common-table"
# this will generate new source files, next rebuild all the sources.
# !!!!!!!!!!! #

# This file was generated by regtools.py based on the efuses.yaml file with the version: fdae7598a57fba48c608b1747e3d3d65

CRYPT_DPA_ENABLE,                                EFUSE_BLK0, 115,   1, [] Represents whether defense against DPA attack is enabled. 1: Enabled 0: Disabled
SECURE_BOOT_EN,                                  EFUSE_BLK0, 116,   1, [] Represents whether Secure Boot is enabled. 1: Enabled 0: Disabled
SECURE_BOOT_AGGRESSIVE_REVOKE,                   EFUSE_BLK0, 117,   1, [] Represents whether aggressive revocation of Secure Boot is enabled. 1: Enabled 0: Disabled
POWERGLITCH_EN1,                                 EFUSE_BLK0, 118,   5, [] Represents whether to enable power glitch function when chip power on.
DCDC_CCM_EN,                                     EFUSE_BLK0, 123,   1, [] Represents whether change DCDC to CCM mode
FLASH_TPUW,                                      EFUSE_BLK0, 124,   4, [] Represents the flash waiting time after power-up. Measurement unit: ms. When the value is less than 15; the waiting time is the programmed value. Otherwise; the waiting time is a fixed value; i.e. 30 ms.
DIS_DOWNLOAD_MODE,                               EFUSE_BLK0, 128,   1, [] Represents whether all download modes are disabled. 1: Disabled 0: Enabled
DIS_DIRECT_BOOT,                                 EFUSE_BLK0, 129,   1, [] Represents whether direct boot mode is disabled. 1: Disabled 0: Enabled
DIS_USB_SERIAL_JTAG_ROM_PRINT,                   EFUSE_BLK0, 130,   1, [] Represents whether print from USB-Serial-JTAG during ROM boot is disabled. 1: Disabled 0: Enabled
FLASH_LDO_EFUSE_SEL,                             EFUSE_BLK0, 131,   1, [] Represents whether to select efuse control flash ldo default voltage. 1: efuse0: strapping
DIS_USB_SERIAL_JTAG_DOWNLOAD_MODE,               EFUSE_BLK0, 132,   1, [] Represents whether the USB-Serial-JTAG download function is disabled. 1: Disabled 0: Enabled
ENABLE_SECURITY_DOWNLOAD,                        EFUSE_BLK0, 133,   1, [] Represents whether security download is enabled. Only UART is supported for download. Reading/writing RAM or registers is not supported (i.e. Stub download is not supported). 1: Enabled 0: Disabled
UART_PRINT_CONTROL,                              EFUSE_BLK0, 134,   2, [] Set the default UARTboot message output mode {0: "Enable"; 1: "Enable when GPIO8 is low at reset"; 2: "Enable when GPIO8 is high at reset"; 3: "Disable"}
FORCE_SEND_RESUME,                               EFUSE_BLK0, 136,   1, [] Represents whether ROM code is forced to send a resume command during SPI boot. 1: Forced 0: Not forced
SECURE_VERSION,                                  EFUSE_BLK0, 137,  16, [] Represents the security version used by ESP-IDF anti-rollback feature.
SECURE_BOOT_DISABLE_FAST_WAKE,                   EFUSE_BLK0, 153,   1, [] Represents whether FAST VERIFY ON WAKE is disabled when Secure Boot is enabled. 1: Disabled 0: Enabled
HYS_EN_PAD0,                                     EFUSE_BLK0, 154,   6, [] Represents whether to enable the hysteresis function of pad 0-5. 0: Disabled 1: Enabled
HYS_EN_PAD1,                                     EFUSE_BLK0, 160,  22, [] Represents whether to enable the hysteresis function of pad 6-27. 0: Disabled 1: Enabled
FLASH_LDO_POWER_SEL,                             EFUSE_BLK0, 182,   1, [] Represents which flash LDO is selected. 0: FLASH LDO 1P8. 1: FLASH LDO 1P2.
MAC,                                             EFUSE_BLK1,  40,   8, [MAC_FACTORY] MAC address
,                                                EFUSE_BLK1,  32,   8, [MAC_FACTORY] MAC address
,                                                EFUSE_BLK1,  24,   8, [MAC_FACTORY] MAC address
,                                                EFUSE_BLK1,  16,   8, [MAC_FACTORY] MAC address
,                                                EFUSE_BLK1,   8,   8, [MAC_FACTORY] MAC address
,                                                EFUSE_BLK1,   0,   8, [MAC_FACTORY] MAC address
MAC_EXT,                                         EFUSE_BLK1,  48,  16, [] Represents the extended bits of MAC address
PVT_CELL_SELECT,                                 EFUSE_BLK1, 100,   7, [] Represents the selection of Power glitch monitor PVT cell.
BLK_VERSION_MINOR,                               EFUSE_BLK1, 114,   3, [] Minor version of BLOCK2
BLK_VERSION_MAJOR,                               EFUSE_BLK1, 117,   2, [] Major version of BLOCK2
DISABLE_BLK_VERSION_MAJOR,                       EFUSE_BLK1, 119,   1, [] Disables check of blk version major
FLASH_CAP,                                       EFUSE_BLK1, 120,   3, [] Mark the capacity of in-package Flash
FLASH_VENDOR,                                    EFUSE_BLK1, 123,   3, [] Mark the vendor of in-package Flash
TEMP,                                            EFUSE_BLK1, 126,   2, [] Mark the specified maximum ambient temperature that ESP Chip can work properly
PVT_LIMIT,                                       EFUSE_BLK1, 133,  16, [] Represents the threshold of power glitch monitor.
PVT_GLITCH_CHARGE_RESET,                         EFUSE_BLK1, 149,   1, [] Represents whether to trigger reset or charge pump when PVT power glitch happened. 1:Trigger charge pump.  0:Trigger reset
PVT_GLITCH_MODE,                                 EFUSE_BLK1, 150,   2, [] Represents the configuration of glitch mode.
PVT_PUMP_LIMIT,                                  EFUSE_BLK1, 152,   8, [] Represents the configuration voltage monitor limit for charge pump.
PUMP_DRV,                                        EFUSE_BLK1, 160,   4, [] Use to configure charge pump voltage gain.
WAFER_VERSION_MINOR,                             EFUSE_BLK1, 164,   4, [] Minor chip version
WAFER_VERSION_MAJOR,                             EFUSE_BLK1, 168,   2, [] Major chip version
DISABLE_WAFER_VERSION_MAJOR,                     EFUSE_BLK1, 170,   1, [] Disables check of wafer version major
PKG_VERSION,                                     EFUSE_BLK1, 171,   3, [] Package version
OPTIONAL_UNIQUE_ID,                              EFUSE_BLK2,   0, 128, [] Optional unique 128-bit ID
USER_DATA,                                       EFUSE_BLK3,   0, 256, [BLOCK_USR_DATA] User data
USER_DATA.MAC_CUSTOM,                            EFUSE_BLK3, 200,  48, [MAC_CUSTOM CUSTOM_MAC] Custom MAC
KEY0,                                            EFUSE_BLK4,   0, 256, [BLOCK_KEY0] Key0 or user data
KEY1,                                            EFUSE_BLK5,   0, 256, [BLOCK_KEY1] Key1 or user data
KEY2,                                            EFUSE_BLK6,   0, 256, [BLOCK_KEY2] Key2 or user data
KEY3,                                            EFUSE_BLK7,   0, 256, [BLOCK_KEY3] Key3 or user data
KEY4,                                            EFUSE_BLK8,   0, 256, [BLOCK_KEY4] Key4 or user data
KEY5,                                            EFUSE_BLK9,   0, 256, [BLOCK_KEY5] Key5 or user data
SYS_DATA_PART2,                                  EFUSE_BLK10,   0, 256, [BLOCK_SYS_DATA2] System data part 2 (reserved)
